EmployeeID,first_name,last_name,location,Disability,Ethnicity
1149,Arvie,Jiggins,Washington,No,White
1150,Nobe,Snugg,Washington,No,White
1151,Kim,Kindleysides,Maryland,No,White
1152,Crystal,Wolfinger,Ohio,No,White
1153,Gayle,Withringten,Ohio,No,White
1154,Leanora,Job,Alabama,No,White
1155,Chicky,Flieger,Florida,No,White
1156,Raymund,Linsley,Florida,No,White
1157,Noak,Offell,Washington,No,White
1158,Debee,Younghusband,Ohio,No,White
1159,Emalia,Kittman,Alabama,No,White
1160,Janella,Canario,Washington,No,White
1161,Merissa,Rabbitt,Florida,No,White
1162,Fanny,Anstee,Ohio,No,White
1163,Jarib,Fache,Maryland,No,White
1164,Tandy,Niblo,Florida,No,White
1165,Reinhold,Stenett,Maryland,No,White
1166,Vassili,Richel,Ohio,No,White
1167,Bronny,O'Harney,Florida,No,White
1168,Ivie,Fyrth,Ohio,No,White
1169,Lizzie,Dunseith,Maryland,No,White
1170,Jaynell,Coneau,Washington,No,White
1171,Ailey,Joddens,Washington,No,White
1172,Marinna,Ramm,New Jersey,No,White
1173,Ilaire,Greasley,Florida,No,White
1174,Francoise,Drane,Ohio,No,White
1175,Emelia,Djurkovic,Florida,No,White
1176,Lil,Stiell,Washington,No,White
1177,Nona,Ysson,Florida,No,White
1178,Babita,Sproul,Maryland,No,White
1179,Eduardo,Glennard,Alabama,No,White
1180,Poul,Bartrop,Maryland,No,White
1181,Alistair,Annis,New Jersey,No,White
1182,Kasey,Nuccii,Washington,No,White
1183,George,Wadly,New Jersey,No,White
1184,Farris,Shimman,New Jersey,No,White
1185,Kattie,Winscomb,Alabama,No,White
1186,Estele,Ilyasov,Washington,No,White
1187,Nata,Pillman,Ohio,No,White
1188,Granthem,Dykas,New Jersey,No,White
1189,Spense,Banister,Maryland,No,White
1190,Mareah,Caraher,Ohio,No,White
1191,Pooh,Scholte,Washington,No,White
1192,Morgan,Boobyer,New Jersey,No,White
1193,Clyde,Bushby,Maryland,No,White
1194,Dita,Lello,Alabama,No,White
1195,Norton,Ragat,Washington,No,White
1196,Schuyler,O'Daly,Alabama,No,White
1197,Pavlov,Ibbetson,Maryland,No,White
1198,Yurik,Torbett,New Jersey,No,White
1199,Truman,Yarrington,Washington,No,White
1200,Chrissie,Wilkerson,Ohio,No,White
1201,Sonny,Arenson,Ohio,No,White
1202,Bonita,Leversuch,Maryland,No,White
1203,Carolina,Waddie,New Jersey,No,White
1204,Felice,Mouat,Florida,No,White
1205,Linda,Sharville,Maryland,No,White
1206,Alonzo,Ryrie,Maryland,No,White
1207,Buiron,Ardern,Ohio,No,White
1208,Galven,Avramovsky,Ohio,No,White
1209,Norina,Urrey,Ohio,No,White
1210,Aaron,Sturdgess,Alabama,No,White
1211,Fitz,Polfer,New Jersey,No,White
1212,Randolph,Tanslie,Florida,No,White
1213,Netty,Stacey,New Jersey,No,White
1214,Sophie,Loddy,Florida,No,White
1215,Chelsea,Puckring,New Jersey,No,White
1216,Heidi,Sanchis,Florida,No,White
1217,Tom,Garie,Maryland,No,White
1218,Ali,Ferreira,Alabama,No,White
1219,Cazzie,Scroggie,Maryland,No,White
1220,Grantham,McGoogan,Washington,No,White
1221,Guinna,Coates,Alabama,No,White
1222,Domeniga,Dyas,Alabama,No,White
1223,Olav,Corrington,Washington,No,White
1224,Marice,Janatka,New Jersey,No,White
1225,Suzi,Flint,Maryland,No,White
1226,Florrie,Haborn,New Jersey,No,White
1227,Verla,Coughlin,Ohio,No,White
1228,Samuel,Helsdon,Maryland,No,White
1229,Jasen,Drury,Maryland,No,White
1230,Keri,Idell,Alabama,No,White
1231,Nels,Cristofalo,Washington,No,White
1232,Hugues,Maddrah,Maryland,No,White
1233,Floris,Faithfull,New Jersey,No,White
1234,Alla,Geere,Ohio,No,White
1235,Willie,Bachura,New Jersey,No,White
1236,Ringo,Dayne,Alabama,No,White
1237,Berthe,Oxbie,Ohio,No,White
1238,Cassi,Tyre,Florida,No,White
1239,Janeen,Edgeson,Florida,No,White
1240,Grenville,Dimond,Maryland,No,White
1241,Glad,Hember,Alabama,No,White
1242,Brina,Redpath,Washington,No,White
1243,Iorgos,Dreger,Alabama,No,White
1244,Griffin,Brabyn,Washington,No,White
1245,Sherill,Myatt,Florida,No,White
1246,Pepe,Dreigher,Ohio,No,White
1247,Collete,Capp,Maryland,No,White
1248,Welby,Pattingson,New Jersey,No,White
1249,Wayland,Merrell,Alabama,No,White
1250,Findlay,Leveret,Florida,No,White
1251,Francklyn,Urwin,Florida,No,White
1252,Minny,Kelston,Washington,No,White
1253,Sheelagh,Radolf,Ohio,No,White
1254,Park,Basley,New Jersey,No,White
1255,Doris,Vedeshkin,Ohio,No,White
1256,Sybilla,Danaher,Florida,No,White
1257,Serene,Marven,New Jersey,No,White
1258,Malcolm,Meryett,Maryland,No,White
1259,Bettina,Murdy,Florida,No,White
1260,Rossie,Marien,Washington,No,White
1261,Aldrich,Plampin,Alabama,No,White
1262,Horacio,Sowle,Florida,No,White
1263,Aharon,Mulcaster,Ohio,No,White
1264,Gonzales,Goracci,Maryland,No,White
1265,Lil,Fanshawe,Maryland,No,White
1266,Christian,Moyce,Ohio,No,White
1267,Katya,Tansly,Ohio,No,White
1268,Derril,Bakewell,Alabama,No,White
1269,Dalenna,Clue,New Jersey,No,White
1270,Danna,Furman,Ohio,No,White
1271,Cate,Ivermee,Alabama,No,White
1272,Brynne,Robertson,Ohio,No,White
1273,Rube,Marcussen,Ohio,No,White
1274,Natty,Boulger,Alabama,No,White
1275,Karel,Ionnisian,Florida,No,White
1276,Tobiah,Smorthit,Alabama,No,White
1277,Bartholomeus,Lints,Florida,No,White
1278,Bellanca,Bauchop,New Jersey,No,White
1279,Caren,Gamil,Maryland,No,White
1280,Tabbatha,Torbard,Florida,No,White
1281,Kristian,Stansell,New Jersey,No,White
1282,Barton,Paulino,Maryland,No,White
1283,Bordie,Watkins,Florida,No,White
1284,Annabell,Ablett,Maryland,No,White
1285,Harrietta,Lamberto,Alabama,No,White
1286,Alecia,Josephson,Florida,No,White
1287,Obidiah,Dunster,Florida,No,White
1288,Ignacius,Froud,Washington,No,White
1289,Randy,Meredyth,Washington,No,White
1290,Rosaleen,Binden,Washington,No,White
1291,Brietta,Baltrushaitis,New Jersey,No,White
1292,Ax,Ballinger,New Jersey,No,White
1293,Ingar,Izacenko,New Jersey,No,White
1294,Bridie,Denison,New Jersey,No,White
1295,Roxana,Mantrup,Ohio,No,White
1296,Susanna,Fernyhough,Maryland,No,White
1297,Edithe,Jockle,Alabama,No,White
1298,Rosalinda,Cavilla,New Jersey,No,White
1299,Doll,Leupoldt,Alabama,No,White
1300,Connie,Gradon,Alabama,No,White
1301,Bethanne,Arnecke,Maryland,No,White
1302,Stafani,Drynan,Maryland,No,White
1303,Denney,McMorran,Washington,No,White
1304,Rosalie,Johanning,Maryland,No,White
1305,Vivienne,Baggallay,Washington,No,White
1306,Robby,Hasselby,Maryland,No,White
1307,Kelcie,Olliffe,Maryland,No,White
1308,Clarine,Dixie,Washington,No,White
1309,Gale,Freeborn,Maryland,No,White
1310,Wallis,Hendrickx,Washington,No,White
1311,Mason,Shermore,Ohio,No,White
1312,Phillipe,Benediktovich,Florida,No,White
1313,Eba,Shanklin,Maryland,No,White
1314,Nolan,Sharpus,Ohio,No,White
1315,Fanchon,Del Dello,Ohio,No,White
1316,Lona,Kenwrick,New Jersey,No,White
1317,Euphemia,Caldera,Florida,No,White
1318,Maure,Patty,Washington,No,White
1319,Malynda,Kimbrey,Ohio,No,White
1320,Hermon,Glanester,New Jersey,No,White
1321,Constantin,Fitchell,Alabama,No,White
1322,Kimberly,Lanfranchi,Alabama,No,White
1323,Caryl,Cristofolo,Florida,No,White
1324,Tris,Conyer,Washington,No,White
1325,Alison,Luter,Florida,No,White
1326,Hayden,Gladhill,Washington,No,White
1327,Taddeo,Valentinuzzi,Florida,No,White
1328,Clair,Eacle,Florida,No,White
1329,Desirae,Castilla,Maryland,No,White
1330,Stacee,Mingo,Alabama,No,White
1331,Uriel,Sollitt,Maryland,No,White
1332,Celie,Pinnington,Florida,No,White
1333,Nike,Beddon,New Jersey,No,White
1334,Jeanne,Canon,Ohio,No,White
1335,Dov,Mattioli,Washington,No,White
1336,Norene,Housecraft,Alabama,No,White
1337,Erny,Lieber,Washington,No,White
1338,Cairistiona,Scholard,Washington,No,White
1339,Sharla,Playdon,Washington,No,White
1340,Cammi,Bloy,Maryland,No,White
1341,Schuyler,Roff,New Jersey,No,White
1342,Rickie,Barette,Maryland,No,White
1343,Svend,Castle,Florida,No,White
1344,Caspar,Bloomfield,New Jersey,No,White
1345,Finley,Matthewes,New Jersey,No,White
1346,Cloris,Gentle,Maryland,No,White
1347,Ozzie,McGrady,Maryland,No,White
1348,Montague,Bonney,Washington,No,White
1349,Jessie,Cogswell,New Jersey,No,White
1350,Emmalynne,Diggens,Ohio,No,White
1351,Sande,Carlsson,New Jersey,No,White
1352,Baxie,Byham,Maryland,No,White
1353,Angelico,Syalvester,Maryland,No,White
1354,Kakalina,Leggitt,Maryland,No,White
1355,Lance,Amaya,Ohio,No,White
1356,Jasmin,Gilluley,Alabama,No,White
1357,Kynthia,Le Conte,Florida,No,White
1358,Harris,Gall,Washington,No,White
1359,Rey,Ashburne,Alabama,No,White
1360,Alverta,Casserley,Ohio,No,White
1361,Myrtice,Capponeer,Maryland,No,White
1362,Kim,Withull,Alabama,No,White
1363,Beckie,Bariball,Maryland,No,White
1364,Joelle,Blakeney,Florida,No,White
1365,Arlee,Spada,Washington,No,White
1366,Rutter,Bonny,New Jersey,No,White
1367,Stephani,Brayshay,New Jersey,No,White
1368,Edgard,Siggery,Alabama,No,White
1369,Zach,Tosdevin,New Jersey,No,White
1370,Marylee,Aaron,Florida,No,White
1371,Neely,Kinmond,Florida,No,White
1372,Rab,Tanzer,Florida,No,White
1373,Armstrong,Gianilli,Ohio,No,White
1374,Ambrose,Higgan,Florida,No,White
1375,Camella,Rhead,New Jersey,No,White
1376,Kelley,Lydden,Ohio,No,White
1377,Jessamyn,Van Waadenburg,Florida,No,White
1378,Stephen,Benjafield,New Jersey,No,White
1379,Korrie,Mouland,New Jersey,No,White
1380,Jenica,Morshead,Maryland,No,White
1381,Evey,Sentance,Ohio,No,White
1382,Quent,St Quenin,Ohio,No,White
1383,Kathe,Martusewicz,New Jersey,No,White
1384,Tait,Valentine,Washington,No,White
1385,Vanda,Howgego,New Jersey,No,White
1386,Nelle,Giacopini,New Jersey,No,White
1387,Verla,Frood,Alabama,No,White
1388,Grethel,Van Haeften,Ohio,No,White
1389,Anestassia,Divall,Ohio,No,White
1390,Anastasie,Inder,Alabama,No,White
1391,Mahalia,Bason,Ohio,No,White
1392,Binnie,Coche,Maryland,No,White
1393,Cal,Baseley,Washington,No,White
1394,Sharla,Rearie,Washington,No,White
1395,Perceval,Dowbekin,Washington,No,White
1396,Adan,Djokic,Alabama,No,White
1397,Jase,Simmen,Florida,No,White
1398,Timothee,Iacomettii,Florida,No,White
1399,Joseito,Mettericke,Ohio,No,White
1400,Scarlet,Bunhill,Maryland,No,White
1401,Colleen,Besnardeau,Washington,No,White
1402,Sylvan,Rushbury,Ohio,No,White
1403,Beitris,Benninck,Ohio,No,White
1404,Mara,Crichmer,Maryland,No,White
1405,Malynda,Linfitt,New Jersey,No,White
1406,Emlynn,D'Arrigo,Ohio,No,White
1407,Theda,Maneylaws,Ohio,No,White
1408,Zeke,Alves,Ohio,No,White
1409,Jonie,MacGiffin,Florida,No,White
1410,Holt,Sephton,Maryland,No,White
1411,Ricki,Temple,New Jersey,No,White
1412,Winny,Riccioppo,Ohio,No,White
1413,Caddric,Wilcockes,Maryland,No,White
1414,Maye,Glaisner,New Jersey,No,White
1415,Freddi,Shackell,New Jersey,No,White
1416,Nigel,Naptin,Alabama,No,White
1417,Culley,Billyard,New Jersey,No,White
1418,Ealasaid,Flucker,Florida,No,White
1419,Walther,Teenan,Ohio,No,White
1420,Rodie,Stockle,New Jersey,No,White
1421,Van,Lassen,Alabama,No,White
1422,Abner,Cromly,Alabama,No,White
1423,Tim,Gonnet,Ohio,No,White
1424,Denyse,Duberry,Maryland,No,White
1425,Chere,Maynell,Maryland,No,White
1426,Francis,Durrett,Maryland,No,White
1427,Roberta,Slinger,Maryland,No,White
1428,Maryrose,Cartmale,Ohio,No,White
1429,Jules,Wolfenden,New Jersey,No,White
1430,Gwendolyn,Gair,Ohio,No,White
1431,Didi,Enrdigo,New Jersey,No,White
1432,Alfred,Roycraft,New Jersey,No,White
1433,Florella,Hyndley,Alabama,No,White
1434,Melisande,Morshead,Washington,No,White
1435,Astrid,Oakinfold,Ohio,No,White
1436,Ximenes,Thibodeaux,Washington,No,White
1437,Marylee,Mucci,Alabama,No,White
1438,Sheff,Gierardi,New Jersey,No,White
1439,Flore,Peeters,Maryland,No,White
1440,Babbie,Wakelin,Maryland,No,White
1441,Nan,Goligher,Alabama,No,White
1442,Deborah,Illesley,Maryland,No,White
1443,Tomaso,Perocci,Ohio,No,White
1444,Kennett,Cuppleditch,Maryland,No,White
1445,Lenore,Zorro,Ohio,No,White
1446,Lenard,Wogden,Alabama,No,White
1447,Rickie,Burhouse,Washington,No,White
1448,Leoine,Mityashev,Florida,No,White
1449,Mathew,O'Donnell,Maryland,No,White
1450,Mariya,Lamprey,New Jersey,No,White
1451,Ameline,De Domenico,Ohio,No,White
1452,Erina,Ccomini,Florida,No,White
1453,Matthieu,McKevitt,Maryland,No,White
1454,Ellen,Alldred,Alabama,No,White
1455,Nikita,McKinnon,New Jersey,No,White
1456,Kora,Poncet,Alabama,No,White
1457,Armin,Phoebe,Washington,No,White
1458,Carly,Sames,Ohio,No,White
1459,Bab,Bewsy,Maryland,No,White
1460,Melesa,O'Brogane,Ohio,No,White
1461,Guinna,Fibbings,Maryland,No,White
1462,Margarita,Robelin,Washington,No,White
1463,Guglielmo,Cochet,New Jersey,No,White
1464,Nevins,Lackeye,Florida,No,White
1465,Louisa,Kane,Florida,No,White
1466,Keefer,Triggel,New Jersey,No,White
1467,Emlyn,Gelder,Florida,No,White
1468,Conchita,Smickle,Maryland,No,White
1469,Carlina,Mackrell,New Jersey,No,White
1470,Caty,Sartin,Alabama,No,White
1471,Vere,Issitt,Texas,No,White
1472,Sindee,Pluck,Washington,No,White
1473,Lynelle,Copcutt,New Jersey,No,White
1474,Charmian,Brandham,Ohio,No,White
1475,Jacobo,Fomichyov,Alabama,No,White
1476,Martha,Caspell,Texas,No,White
1477,Roosevelt,Martinson,Florida,No,White
1478,Kippy,Shevels,Ohio,No,White
1479,Beryle,McKag,Ohio,No,White
1480,Gaby,McCafferky,Texas,No,White
1481,Walt,Mannock,Alabama,No,White
1482,Eustace,Wesley,Ohio,No,White
1483,Alasteir,Morant,New Jersey,No,White
1484,Terza,Cranstone,Maryland,No,White
1485,Sari,Eldridge,Florida,No,White
1486,Trever,De Ath,Maryland,No,White
1487,Maxwell,Skudder,Alabama,No,White
1488,Marnie,Heads,Alabama,No,White
1489,Denny,Demke,Maryland,No,White
1490,Ruben,Coonihan,Ohio,No,White
1491,Filippo,Dzeniskevich,Texas,No,White
1492,Redd,Ledgard,Florida,No,White
1493,Ancell,Bapty,Florida,No,White
1494,Gayler,Colleymore,Maryland,No,White
1495,Onofredo,Prujean,Maryland,No,White
1496,Vince,Sone,Texas,No,White
1497,Benedicto,Dorling,New Jersey,No,White
1498,Verena,Pierrepont,Alabama,No,White
1499,Corey,Peirone,Florida,No,White
1500,Faulkner,Meanwell,Washington,No,White
1501,Lawton,Petyanin,Florida,No,White
1502,Valaria,Gland,Florida,No,White
1503,Morton,Lorie,Maryland,No,White
1504,Kingsly,Bloxsum,Alabama,No,White
1505,Keefe,Doxey,New Jersey,No,White
1506,Tallou,Frankowski,Maryland,No,White
1507,Hughie,Skinner,Alabama,No,White
1508,Matthaeus,Harte,Maryland,No,White
1509,Cesar,Bernuzzi,New Jersey,No,White
1510,Josy,Gopsill,Texas,No,White
1511,Jeannie,Beet,Alabama,No,White
1512,Dewie,Ambrozewicz,Washington,No,White
1513,Cinnamon,Lowndsbrough,Florida,No,White
1514,Luciano,Bromehed,Texas,No,White
1515,Auroora,Melley,Washington,No,White
1516,Dominga,Dobrowolski,Alabama,No,White
1517,Zia,Lanham,Maryland,No,White
1518,Humberto,McKevany,Washington,No,White
1519,Micheil,Allcoat,Maryland,No,White
1520,Pierre,Clausson,Ohio,No,White
1521,Concettina,McLelland,Washington,No,White
1522,Lovell,Parcell,New Jersey,No,White
1523,Rosalinde,Rounds,Washington,No,White
1524,Lilli,Mant,Florida,No,White
1525,Tiphani,Setchfield,Florida,No,White
1526,Byram,Brundle,Washington,No,White
1527,Corrine,Geale,Alabama,No,White
1528,Benson,Elvins,Texas,No,White
1529,Merill,Thieme,Florida,No,White
1530,Bancroft,Marcu,New Jersey,No,White
1531,Lorena,Gostyke,Florida,No,White
1532,Wiatt,Matresse,Alabama,No,White
1533,Emmi,Fruen,Alabama,No,White
1534,Nickie,Bland,Florida,No,White
1535,Errick,Berks,Texas,No,White
1536,Skip,Greenroad,Ohio,No,White
1537,Nadeen,McGauhy,New Jersey,No,White
1538,Abbott,Mallender,Maryland,No,White
1539,Gram,Lodevick,Florida,No,White
1540,Davina,Wildish,New Jersey,No,White
1541,Brita,Merryfield,Florida,No,White
1542,Tobias,Bambery,Washington,No,White
1543,Marisa,Bew,Ohio,No,White
1544,Cristionna,Molloy,Washington,No,White
1545,Van,Cuardall,New Jersey,No,White
1546,Juanita,Hodge,Washington,No,White
1547,Savina,Gallegos,Texas,No,White
1548,Ashlan,Cramond,New Jersey,No,White
1549,Katerina,Elcy,Ohio,No,White
1550,Queenie,Marskell,Alabama,No,White
1551,Marilyn,Eyam,Texas,No,White
1552,Danita,Rehme,Ohio,No,White
1553,Mei,Dashkovich,New Jersey,No,White
1554,Virgilio,Cordova,Ohio,No,White
1555,Hans,Timby,Texas,No,White
1556,Alex,Bourrel,Texas,No,White
1557,Idette,Dik,Washington,No,White
1558,Mimi,Woonton,Washington,No,White
1559,Marlyn,Elsmore,Washington,No,White
1560,Reynolds,Wyd,Ohio,No,White
1561,Prue,McLernon,New Jersey,No,White
1562,Stephine,Pawnsford,Maryland,No,White
1563,Emelyne,Mossop,Florida,No,White
1564,Celestia,Hawarden,Texas,No,White
1565,Alleen,Hyam,Alabama,No,White
1566,Kitty,Turnor,Washington,No,White
1567,Chickie,Wylder,Florida,No,White
1568,Garek,Cuddy,Maryland,No,White
1569,Natassia,Ricciardiello,Maryland,No,White
1570,Sutton,Blueman,New Jersey,No,White
1571,Willow,Raikes,Alabama,No,White
1572,Janette,Primmer,Alabama,No,White
1573,Bryn,Chilver,Florida,No,White
1574,Lynna,Quince,Texas,No,White
1575,Wyn,Petken,Washington,No,White
1576,Ki,Maccree,Maryland,No,White
1577,Lenore,Bagworth,Washington,No,White
1578,Ambros,Carbry,Ohio,No,White
1579,Viviana,Yakunkin,Texas,No,White
1580,Sharon,Pinkard,Washington,No,White
1581,Ainslee,Greggs,Maryland,No,White
1582,Jerrilyn,Stithe,Alabama,No,White
1583,Patrice,Braunfeld,Florida,No,White
1584,Jeri,Deerr,Alabama,No,White
1585,Jard,Rzehor,Alabama,No,White
1586,Dannie,Hardcastle,Florida,No,White
1587,Carilyn,Moodie,Washington,No,White
1588,Arte,Mullinder,Alabama,No,White
1589,Marlowe,Cromley,Texas,No,White
1590,Hildegarde,Kenn,Washington,No,White
1591,Ginnie,Angeli,Alabama,No,White
1592,Roanna,Cockerham,Washington,No,White
1593,Linnet,Goch,New Jersey,No,White
1594,Chiquita,Asple,Maryland,No,White
1595,Edgar,Goodge,Florida,No,White
1596,Vito,Tarbin,Washington,No,White
1597,Una,Bastian,Maryland,No,White
1598,Dacy,McGinney,Florida,No,White
1599,Gusty,Legge,Maryland,No,White
1600,Esmeralda,Rigmond,Maryland,No,White
1601,Dayle,Gomby,Alabama,No,White
1602,Tilly,Stithe,Washington,No,White
1603,Orlan,Pomfrey,Ohio,No,White
1604,Addison,Clynter,Maryland,No,White
1605,Nolan,Pearcey,Florida,No,White
1606,Kara-lynn,Tharme,Maryland,No,White
1607,Roana,Cardall,New Jersey,No,White
1608,Saunderson,Baughan,Ohio,No,White
1609,Gearard,Lozano,New Jersey,No,White
1610,Anders,Daglish,Alabama,No,White
1611,Ware,Ossenna,Maryland,No,White
1612,Brandais,Elmore,Alabama,No,White
1613,Germaine,Siddeley,Alabama,No,White
1614,Barthel,Bree,Alabama,No,White
1615,Darb,Grishunin,Florida,No,White
1616,Buffy,Lepere,Maryland,No,White
1617,Dudley,Gallant,Texas,No,White
1618,Tine,Testro,Texas,No,White
1619,Chrissy,Christiensen,Maryland,No,White
1620,Wildon,Gerrit,Maryland,No,White
1621,Elsey,Menichelli,Ohio,No,White
1622,Colman,Keasley,Florida,No,White
1623,Vasilis,Pamment,Florida,No,White
1624,Nefen,Scartifield,Florida,No,White
1625,Clare,Kingsman,Ohio,No,White
1626,Orazio,Kirman,Florida,No,White
1627,Faustine,Bryde,Florida,No,White
1628,Philippe,Daens,Ohio,No,White
1629,Fransisco,Napton,Maryland,No,White
1630,Monro,Capel,Maryland,No,White
1631,Minetta,Bachura,Texas,No,White
1632,Myrta,McCurdy,Texas,No,White
1633,Inesita,Holleworth,Alabama,No,White
1634,Kippy,Messitt,Maryland,No,White
1635,Dylan,Ineson,Texas,No,White
1636,Adolpho,Conelly,Alabama,No,White
1637,Clayborne,Dunlea,Florida,No,White
1638,Eustace,Adanet,Ohio,No,White
1639,Pietrek,Liggett,Alabama,No,White
1640,Riobard,Tomasino,Florida,No,White
1641,Mike,Danett,Ohio,No,White
1642,Adriano,Gravie,Washington,No,White
1643,Vincenz,Tallyn,New Jersey,No,White
1644,Zabrina,Partridge,Washington,No,White
1645,Lefty,Perillo,Ohio,No,White
1646,Gavrielle,Philipeau,Washington,No,White
1647,Chucho,Trimby,Ohio,No,White
1648,Andre,Yurenin,Maryland,No,White
1649,Thadeus,Gate,Maryland,No,White
1650,Viola,Hauck,Texas,No,White
1651,Jehu,Drinkel,Alabama,No,White
1652,Felic,Ellsworthe,Ohio,No,White
1653,Aggy,Sabati,Washington,No,White
1654,Osbert,Amberger,Ohio,No,White
1655,Rafael,Upcraft,Texas,No,White
1656,Kristen,Vause,Maryland,No,White
1657,Pammy,Paybody,Texas,No,White
1658,Yehudit,Cradey,Ohio,No,White
1659,Valencia,Baudinot,Maryland,No,White
1660,Chicky,Twyning,New Jersey,No,White
1661,Cordy,Gabitis,Florida,No,White
1662,Chery,Gosby,Texas,No,White
1663,Ezequiel,Fellowes,Ohio,No,White
1664,Sly,Mapston,Alabama,No,White
1665,Rriocard,Bourgaize,Alabama,No,White
1666,Reynolds,Spykins,Alabama,No,White
1667,Pat,Bennough,Washington,No,White
1668,Clifford,Cammish,Washington,No,White
1669,Lelah,Bennedick,Alabama,No,White
1670,Amalle,Jobbings,New Jersey,No,White
1671,Ophelie,Donett,Florida,No,White
1672,Angie,Summerley,Ohio,No,White
1673,Perla,Al Hirsi,Washington,No,White
1674,Nerta,Soans,Alabama,No,White
1675,Ole,Blunsom,Maryland,No,White
1676,Merridie,Combes,New Jersey,No,White
1677,Abdul,Jeppe,New Jersey,No,White
1678,Laurent,Povall,Florida,No,White
1679,Caspar,Winston,Maryland,No,White
1680,Jerrie,Stannus,Alabama,No,White
1681,Deena,Grzelczak,Maryland,No,White
1682,Row,Lie,Ohio,No,White
1683,Hershel,Weightman,Washington,No,White
1684,Allin,Murra,Maryland,No,White
1685,Hale,Scotcher,Maryland,No,White
1686,Alejandra,Sinderland,Maryland,No,White
1687,Gabbi,Jirka,Alabama,No,White
1688,Daria,Stockford,Washington,No,White
1689,Gina,Giraux,New Jersey,No,White
1690,Alfy,Scouller,Alabama,No,White
1691,Janey,Benne,Ohio,No,White
1692,Andrey,Damato,Texas,No,White
1693,Janeva,Graveston,Maryland,No,White
1694,Haydon,Guillond,Alabama,No,White
1695,Tammy,Oakman,Washington,No,White
1696,Flori,Spurett,Florida,No,White
1697,Cal,Wheatman,Maryland,No,White
1698,Evangelina,Thoresby,Alabama,No,White
1699,Sonnnie,Local,Alabama,No,White
1700,Neils,Turville,Washington,No,White
1701,Faunie,Ensley,Florida,No,White
1702,Sebastien,Sigert,New Jersey,No,White
1703,Gunner,Wharby,Washington,No,White
1704,Ephraim,Matthias,Washington,No,White
1705,Huntley,Brithman,Maryland,No,White
1706,Jeff,Verbeek,Ohio,No,White
1707,Bradly,Girardin,Maryland,No,White
1708,Lorri,Pavlata,Texas,No,White
1709,Amelia,Tirone,Maryland,No,White
1710,Nobie,Joslyn,New Jersey,No,White
1711,Robert,Hadgkiss,Florida,No,White
1712,Kane,Heathwood,Maryland,No,White
1713,Lesley,Popeley,Washington,No,White
1714,Dixie,Barnwill,Washington,No,White
1715,Brunhilda,Toffolini,Texas,No,White
1716,Jess,Brampton,Washington,No,White
1717,Spike,Tassaker,Ohio,No,White
1718,Ripley,Nunns,Florida,No,White
1719,Bartholemy,Elwill,Texas,No,White
1720,Donny,Blofeld,Florida,No,White
1721,Licha,Huffadine,Florida,No,White
1722,Di,Kempster,Washington,No,White
1723,Clementius,Dannatt,New Jersey,No,White
1724,Shell,Fairbanks,New Jersey,No,White
1725,Evelin,Batter,New Jersey,No,White
1726,Federico,Laden,Ohio,No,White
1727,Vikki,Calderonello,Texas,No,White
1728,Alexio,Robroe,Washington,No,White
1729,Tris,Elsom,Maryland,No,White
1730,Veradis,Adamides,Florida,No,White
1731,Rodrigo,Bruin,Washington,No,White
1732,Maudie,Tessyman,Texas,No,White
1733,Towney,Alkins,Maryland,No,White
1734,Maddy,Roseblade,Ohio,No,White
1735,Garret,Moylan,Washington,No,White
1736,Stephana,Wyvill,Florida,No,White
1737,Frankie,Yuryev,Florida,No,White
1738,Wells,Herrieven,Texas,No,White
1739,Bobbi,Wakeford,Washington,No,White
1740,Isaak,Doige,Texas,No,White
1741,Barron,Vallintine,Florida,No,White
1742,Zerk,Lingner,Florida,No,White
1743,Biron,MacMarcuis,Washington,No,White
1744,Giavani,Blatcher,New Jersey,No,White
1745,Osborn,Donat,Florida,No,White
1746,Frazer,Filipowicz,Texas,No,White
1747,Artie,Rosenschein,Maryland,No,White
1748,Lisette,Heinecke,Ohio,No,White
1749,Bentley,Sloan,Texas,No,White
1750,Christen,Bernardos,Maryland,No,White
1751,Robbie,Goard,Alabama,No,White
1752,Bron,Corran,Washington,No,White
1753,Drake,Bernardet,Alabama,No,White
1754,Colin,Tallquist,Texas,No,White
1755,Malva,Bayfield,Ohio,No,White
1756,Kori,Blanchette,Maryland,No,White
1757,Emera,Seaton,Texas,No,White
1758,Fransisco,Capelow,Ohio,No,White
1759,Barbra,Stibbs,Washington,No,White
1760,Crichton,Brugh,Alabama,No,White
1761,Donal,Phebey,Texas,No,White
1762,Danya,Hasney,Alabama,No,White
1763,Georgy,Purveys,Maryland,No,White
1764,Katie,Ties,Florida,No,White
1765,Piper,Doyland,Florida,No,White
1766,Griz,Moan,Florida,No,White
1767,Olympia,Slemmonds,Alabama,No,White
1768,Meggi,Iacobacci,Ohio,No,White
1769,Thom,Sawford,New Jersey,No,White
1770,Cyrille,Bellworthy,Alabama,No,White
1771,Arlen,McBryde,Washington,No,White
1772,Vern,Kilshaw,Florida,No,White
1773,Gib,Beasleigh,Washington,No,White
1774,Gennifer,Copp,Washington,No,White
1775,Joshua,Brommage,Ohio,No,White
1776,Charyl,Baudouin,Ohio,No,White
1777,Alisander,Mollitt,Maryland,No,White
1778,Nisse,Bowes,New Jersey,No,White
1779,Chase,Frame,Washington,No,White
1780,Berky,Twinberrow,New Jersey,No,White
